,xgb1,xgb2,xgb3,xgb4,xgb5,y_test
1060,1,1,1,1,1,1
4046,1,1,1,2,1,1
3433,1,1,1,1,1,2
9874,1,2,2,2,2,2
6449,1,1,1,1,1,1
5757,1,1,1,1,1,1
2221,1,1,1,1,1,2
4245,1,1,2,2,2,1
3659,1,1,1,1,1,1
10113,1,1,1,1,1,1
2094,1,1,1,1,0,2
7448,1,1,1,1,1,2
10122,1,1,1,1,1,2
10227,0,0,0,0,0,0
5914,1,1,1,2,1,0
6238,1,1,1,1,1,1
320,1,1,1,1,1,2
1923,1,1,1,1,1,2
2827,1,1,1,1,2,1
5761,1,1,1,1,1,1
6147,1,1,2,2,1,2
5426,1,1,1,2,2,1
1254,1,1,1,1,1,1
4135,1,1,1,1,2,2
265,2,2,2,2,2,2
7522,1,1,1,1,1,2
1196,1,1,1,2,2,1
8203,1,1,1,1,1,2
1401,0,0,0,0,0,1
2754,1,1,1,1,1,2
7787,1,1,1,2,2,1
9807,1,1,1,1,1,0
2027,1,1,0,0,0,1
471,1,1,1,1,1,1
4666,1,1,1,1,1,0
9009,1,1,1,1,1,1
9544,1,1,1,1,1,1
1705,1,1,1,1,1,1
2409,1,1,1,1,1,1
9979,1,1,1,1,1,1
8922,1,2,2,2,1,1
9133,1,1,1,1,1,1
2516,1,1,2,1,1,2
5762,1,1,1,2,2,0
6483,1,1,1,1,1,1
636,1,1,1,1,1,2
820,1,1,1,1,2,1
9782,1,1,2,2,2,1
4685,1,1,1,1,1,2
1447,1,1,1,1,1,1
9622,1,2,2,1,2,2
1514,1,1,1,1,1,1
1737,1,1,1,2,2,1
5674,1,1,1,1,1,1
8684,1,1,1,1,1,1
6669,1,1,2,2,2,1
1887,0,0,0,0,0,0
76,1,1,1,2,2,2
1983,1,1,1,1,1,2
4221,1,1,1,1,1,1
8438,1,1,1,1,1,1
373,0,0,0,0,0,0
5237,1,1,2,2,2,1
10064,1,1,1,1,1,1
7241,1,1,1,1,1,2
9469,1,1,1,2,2,1
6124,1,1,2,2,2,1
2171,0,0,0,0,0,0
2663,1,2,2,2,2,1
8372,1,1,1,1,1,1
7220,1,1,1,2,2,2
4496,1,1,1,2,1,1
9910,1,1,1,1,1,1
6672,1,1,1,1,1,2
3552,1,1,1,2,2,1
2658,1,2,2,2,2,2
26,1,1,1,1,1,2
8566,1,1,1,1,1,1
4542,1,1,1,2,2,1
8311,1,1,1,2,2,2
1310,1,1,1,2,2,1
3313,1,1,1,1,1,1
3991,1,2,2,2,2,1
2204,0,0,0,0,0,0
7947,0,0,0,0,0,0
10161,1,1,1,1,1,1
2412,1,1,1,1,1,2
3815,1,1,1,0,0,1
3468,0,0,0,0,1,0
6927,1,1,1,1,1,1
4283,0,0,0,0,0,1
6045,1,1,1,2,1,1
4787,1,1,1,1,1,2
2852,1,1,1,1,1,1
9589,1,1,1,1,1,1
1745,1,1,1,1,1,2
5121,1,1,1,1,1,1
9023,1,1,2,2,2,1
5122,1,1,1,1,1,2
1135,0,0,0,0,0,0
3910,0,0,0,0,0,0
2879,1,1,1,1,1,2
497,1,1,1,1,1,1
155,1,1,1,1,1,1
5096,1,2,2,2,2,1
6793,1,1,1,1,1,0
4992,1,1,1,1,1,1
7421,1,1,1,1,1,1
10249,1,1,1,1,1,1
2306,1,1,1,1,1,1
7323,0,0,0,0,1,1
6542,1,1,1,1,1,1
4870,1,1,1,1,1,1
6973,1,1,1,1,1,1
7577,0,0,0,1,1,0
6407,1,1,1,1,1,2
9519,1,1,1,2,1,1
6131,1,1,2,2,2,2
3521,1,1,1,1,1,2
5555,1,1,1,2,2,2
9452,1,1,1,1,1,1
500,0,0,0,0,0,0
8629,1,1,1,1,1,2
4010,0,0,0,0,0,0
8995,1,1,1,1,1,1
5119,1,1,2,2,2,1
6776,0,0,0,0,0,0
8282,1,1,2,2,2,2
8807,1,1,1,1,1,1
3523,1,1,1,2,2,1
1386,1,1,1,1,1,1
6438,0,0,0,0,0,0
8788,1,1,1,1,1,2
1741,1,1,1,1,0,0
143,0,0,0,0,0,1
5548,1,1,1,1,1,1
7005,1,1,1,1,1,0
2384,0,0,0,0,0,1
5303,1,1,1,1,1,1
1220,0,0,0,0,0,0
4691,1,1,1,1,1,1
8127,1,1,1,1,1,1
4326,0,0,0,0,1,2
5182,1,1,2,2,2,1
3380,1,1,1,1,1,2
547,1,1,1,1,2,1
5176,1,1,1,1,1,1
8661,1,1,1,1,1,1
2855,1,1,1,1,1,2
874,1,1,1,1,1,1
6412,1,1,1,1,1,2
4214,1,1,1,1,1,2
9459,1,2,2,2,2,1
1435,0,0,0,0,0,0
5993,1,1,1,1,1,1
10169,1,2,2,2,2,1
8048,1,1,2,2,2,1
8366,1,1,1,1,1,1
4166,1,1,2,2,2,2
9985,1,1,1,1,1,1
4599,1,1,2,2,2,1
1290,1,1,1,1,1,1
2730,1,1,1,1,2,1
4036,1,1,1,1,1,1
2708,0,0,0,0,0,2
5377,1,1,1,1,2,2
4846,1,1,1,1,1,2
9553,1,1,1,1,1,0
8441,1,1,1,1,1,1
3725,1,1,1,1,2,1
2535,0,0,0,0,0,2
3281,1,1,1,1,2,1
6107,1,1,1,1,2,2
4579,1,1,1,2,1,2
5663,1,1,0,1,1,0
6486,1,1,2,2,1,2
2894,1,1,1,1,1,1
6771,1,2,2,2,2,1
4922,1,1,1,1,1,2
775,1,1,1,2,2,1
9160,1,1,1,1,1,2
1131,1,1,1,1,2,2
7250,1,1,1,1,1,2
1597,1,1,1,1,2,2
5433,1,1,2,2,2,1
5008,1,1,1,1,1,0
8330,1,1,2,2,1,2
8439,1,1,1,1,1,1
527,1,2,2,2,2,1
1355,1,1,1,1,1,1
7221,1,1,1,1,1,1
9482,1,1,1,1,1,0
3743,1,1,1,1,2,1
6377,1,1,1,1,2,1
2684,1,1,1,1,1,1
8560,1,1,1,2,2,2
2127,1,1,1,1,1,1
7289,1,1,1,1,1,2
2162,1,1,1,1,1,1
1706,1,1,1,1,1,1
78,1,1,1,1,1,1
8588,2,2,2,2,2,2
669,0,0,0,0,0,0
5384,1,1,1,2,1,1
7178,1,1,1,1,1,1
9448,1,1,1,1,2,2
2100,1,1,1,1,1,1
6001,1,1,1,1,1,1
6277,1,1,1,1,1,1
5030,1,1,1,1,1,2
1163,1,1,1,1,1,1
5966,1,1,1,1,1,1
4953,0,0,0,0,0,0
5537,1,1,2,2,1,1
7583,1,2,2,2,2,1
5724,1,1,1,1,1,2
5546,1,1,1,1,1,1
4709,1,1,1,1,1,2
10175,1,1,1,1,1,2
6165,1,1,2,2,2,2
7296,1,2,2,2,2,1
10241,1,1,2,2,2,1
5476,1,1,1,1,1,1
4920,1,1,1,1,1,1
7561,1,1,1,1,2,1
8112,1,1,1,1,1,1
718,0,0,0,1,0,0
3341,1,1,1,1,2,0
8803,1,1,1,1,1,1
4943,1,1,1,1,1,1
9240,1,1,1,2,2,2
4613,1,1,1,1,1,2
3488,1,1,1,1,2,1
5214,1,1,1,1,1,1
9483,0,0,0,0,0,0
1621,1,1,1,1,1,2
5459,1,1,2,1,1,2
356,1,1,1,1,1,0
3727,1,1,1,1,1,1
3849,1,1,1,1,1,1
5887,1,1,1,2,2,1
1758,1,1,1,1,2,2
6392,1,1,1,1,1,1
7277,1,1,2,2,2,1
6679,1,1,2,2,2,2
3604,1,1,0,0,1,0
122,1,1,1,1,1,1
9293,1,1,1,1,2,1
7672,1,2,2,2,2,2
1564,1,1,1,1,1,1
3898,1,1,1,1,1,1
812,1,1,1,2,2,1
3856,1,1,1,2,2,2
4867,1,1,1,1,1,2
4760,1,1,1,1,1,1
7896,1,1,2,2,1,1
2500,1,1,1,2,2,2
9253,1,1,0,0,2,1
9331,0,0,0,0,0,0
8671,1,1,1,1,2,2
7389,1,1,1,1,1,1
9453,1,1,1,2,2,1
670,1,1,1,1,1,1
882,1,1,1,1,1,1
3641,1,1,1,1,1,2
7944,1,2,2,1,2,1
6021,1,1,1,1,1,1
2378,0,0,0,0,0,0
9820,1,1,1,1,2,1
7753,1,1,2,2,2,1
6004,1,1,1,1,1,0
5131,1,1,2,2,2,2
5628,1,1,1,1,1,1
1198,0,0,0,0,0,1
274,1,1,1,1,1,1
4682,1,1,1,1,1,1
6096,0,0,0,1,2,0
1070,1,1,1,1,1,1
137,1,1,1,1,1,2
6645,1,2,2,2,2,2
2755,1,2,2,1,1,1
69,1,1,1,1,1,2
1947,1,1,1,1,1,1
9661,1,1,1,1,1,2
2511,1,1,1,1,1,1
10294,1,1,1,2,1,2
7383,0,0,0,0,0,2
6597,1,1,1,1,1,2
10329,1,1,1,1,1,1
3822,1,1,1,1,1,1
1926,1,1,1,1,1,1
256,1,1,1,1,1,1
3525,1,1,1,1,1,1
8762,0,0,0,0,0,0
10027,1,1,1,1,2,2
2325,1,1,1,1,1,1
2343,1,1,1,1,2,2
5449,1,1,2,2,2,2
0,1,1,1,1,0,1
7089,1,1,1,1,1,1
8029,0,0,0,0,0,0
6610,1,1,1,1,1,2
4885,1,1,1,1,1,1
6314,0,0,0,0,0,0
6447,1,1,1,1,2,1
1183,1,1,2,1,1,2
9584,1,2,2,1,2,2
5309,1,1,1,1,1,0
5087,1,1,1,1,1,2
6800,1,1,1,1,1,1
7049,1,1,2,1,0,2
3144,1,1,1,1,1,1
6397,0,0,0,0,0,0
3640,1,1,1,1,2,1
1927,1,1,1,1,2,1
10261,0,0,0,0,0,1
10057,1,2,2,1,1,1
9579,1,1,1,1,1,1
2914,1,1,1,1,2,2
2132,1,1,1,2,2,1
3749,1,1,1,1,1,1
4234,1,1,1,1,2,1
6310,1,1,1,1,1,1
8369,1,1,1,1,2,1
7754,1,1,1,1,1,0
7464,1,1,1,1,2,1
7050,1,1,1,1,1,2
3621,0,0,0,0,0,0
300,1,1,1,1,1,1
8830,0,0,0,0,0,0
2717,0,0,0,0,0,1
3591,1,1,1,1,1,2
191,1,2,2,1,1,2
1873,1,1,2,2,2,1
3818,1,1,1,1,1,2
6891,1,1,1,1,1,1
6476,1,1,1,2,2,1
371,1,1,2,2,2,2
4725,1,1,1,1,1,1
5187,1,1,1,1,1,1
1642,1,1,1,1,1,2
5526,1,1,1,1,1,2
4800,0,0,0,0,0,0
788,0,0,0,0,2,1
9198,1,1,1,1,1,2
4899,1,1,1,2,1,2
9143,1,1,1,1,1,1
4919,1,1,1,1,1,1
4796,1,1,0,2,1,1
4042,0,0,0,0,0,0
2105,1,1,1,1,1,1
8264,1,1,1,1,1,1
5413,1,1,1,2,2,1
4823,1,1,1,1,1,1
10073,1,1,1,1,1,2
6992,1,1,2,2,2,2
8455,0,0,0,0,0,0
1378,1,1,1,1,1,2
96,1,1,1,1,1,1
8781,0,0,0,0,0,0
6696,1,1,1,1,1,2
2744,1,1,1,1,1,2
1111,0,0,0,0,0,0
10336,0,0,0,0,0,0
6856,1,1,2,2,2,1
5381,1,1,1,1,1,1
6808,1,1,1,1,1,1
1438,1,1,1,1,1,2
5999,1,1,2,2,1,2
6646,1,1,1,1,2,2
4091,1,1,1,1,1,2
5446,1,1,1,2,1,1
1551,1,1,1,1,1,2
5786,1,1,1,1,1,1
9711,0,0,0,1,1,0
3507,0,0,0,0,0,1
4241,1,1,1,1,1,2
9352,1,1,1,2,2,2
2357,1,2,2,2,2,2
8142,1,1,1,1,1,1
3602,1,1,2,1,1,1
7644,1,1,0,0,0,2
3440,1,2,2,2,2,2
9359,1,1,1,1,1,2
4067,1,1,1,1,1,1
1687,0,0,0,0,0,0
3164,1,1,1,1,1,1
6571,0,0,0,0,0,2
7214,0,0,0,0,0,0
7208,1,1,1,1,1,1
4252,1,1,1,1,1,1
8730,1,1,1,1,2,2
7311,1,1,2,1,1,2
2741,1,1,1,1,1,1
8297,1,1,2,2,2,1
150,1,1,1,1,1,2
2523,0,0,0,0,0,0
4401,1,1,1,1,1,2
8228,1,1,1,1,1,2
4623,1,1,1,1,1,1
9347,1,1,1,1,1,1
9245,1,1,1,1,1,1
9301,1,1,1,1,1,1
3776,1,1,1,1,1,1
2237,0,0,0,0,0,0
3861,1,1,1,1,1,2
7102,1,1,1,1,1,1
2414,0,0,0,0,1,1
9839,1,1,1,1,1,1
7273,1,1,1,1,2,1
3147,1,1,1,1,2,1
686,1,1,1,1,1,1
6368,0,0,0,0,0,0
1975,1,1,1,2,2,1
5395,0,0,0,0,0,0
1063,1,2,2,1,1,2
1645,1,1,1,1,1,2
2225,1,1,1,1,1,2
7300,1,1,1,1,1,2
451,1,1,1,1,1,1
9925,1,1,1,1,1,2
2584,1,1,1,1,1,0
4661,1,1,1,1,1,2
5196,1,1,1,1,2,1
512,1,1,1,1,2,2
6975,1,1,1,1,1,1
9851,1,1,1,1,1,2
5043,1,1,1,1,1,1
5794,1,1,1,1,1,1
8460,1,1,1,1,1,1
3253,1,1,1,1,1,2
10215,1,1,1,1,2,1
811,1,1,1,1,1,1
8208,0,0,0,0,0,2
73,1,1,2,0,1,1
5280,0,0,0,0,0,0
3884,1,1,1,2,2,1
6760,1,1,1,1,1,1
9226,1,1,1,1,1,1
2957,1,1,1,1,2,1
4441,1,1,1,1,2,2
9868,1,1,1,2,1,1
5604,1,1,1,1,1,2
7830,0,0,0,0,0,0
2952,1,1,2,1,1,2
10273,1,1,1,2,1,1
7911,1,1,1,1,1,1
385,1,1,1,1,1,1
4024,1,1,2,1,2,1
6789,1,1,1,1,1,1
5062,1,2,2,2,2,2
8816,0,0,0,0,0,0
9078,0,0,0,0,0,0
5533,1,1,1,1,2,1
8395,1,1,1,2,2,2
6943,1,1,1,1,2,2
602,1,1,1,1,1,1
7125,0,0,0,0,0,2
2467,0,0,0,0,0,1
5638,1,1,2,2,1,2
7088,1,1,1,1,1,1
1116,1,1,1,1,1,1
629,1,1,1,1,1,1
8800,1,1,1,1,1,1
9066,1,1,1,1,1,1
738,1,1,1,1,1,2
2991,1,1,1,1,2,0
9964,1,1,1,2,2,1
6350,1,1,1,1,1,1
7887,1,1,1,1,1,1
5942,0,0,0,0,1,0
7197,1,1,1,1,2,1
402,1,1,1,2,2,1
5964,1,1,1,2,2,2
6545,1,2,2,2,2,1
1751,1,1,1,1,1,1
7280,1,1,1,1,1,1
7388,1,1,1,1,1,1
4753,1,1,1,1,1,2
7935,1,1,1,1,2,1
8420,0,0,0,0,0,0
9715,1,1,1,1,1,2
2373,1,1,1,1,1,1
3109,1,1,1,1,1,1
4197,1,1,1,1,1,1
622,0,0,0,0,0,0
10226,1,1,2,1,1,1
3895,1,1,1,1,2,1
9818,1,1,2,2,2,1
8465,0,0,0,0,0,1
4127,1,1,1,1,2,1
4644,1,1,1,1,1,1
6423,1,2,2,2,2,1
7003,1,2,2,2,2,2
8805,1,1,1,1,1,1
6595,1,1,1,1,1,1
8407,1,1,1,1,1,1
5022,1,1,2,2,2,1
8257,0,0,0,0,0,0
8482,1,1,1,1,1,1
7530,1,1,1,1,1,1
1958,1,1,1,1,1,1
9930,1,1,1,1,1,2
9634,1,1,1,1,1,1
4141,1,1,1,1,1,1
3971,1,2,2,1,1,1
8012,1,1,1,1,1,1
5860,1,1,1,1,1,1
8958,0,0,0,0,0,0
7481,1,1,1,1,0,1
6240,1,1,2,2,2,1
4866,2,2,2,1,1,2
2234,1,1,1,1,1,1
346,1,1,1,1,1,2
1051,0,0,0,0,0,0
6986,0,0,0,0,1,0
6611,0,0,0,0,1,0
3730,1,1,2,2,2,2
3368,0,0,0,0,0,0
101,1,1,1,1,1,2
4935,1,1,1,1,1,1
8627,1,1,1,1,1,2
9690,1,2,2,2,1,2
2873,1,1,1,2,2,1
830,1,1,1,1,2,1
7242,0,0,0,1,1,0
6882,1,1,1,2,1,2
5658,1,1,1,1,1,1
9474,0,0,0,0,0,0
9623,1,1,1,2,2,0
8156,1,1,1,1,1,1
6432,1,1,1,1,1,1
3780,0,0,0,0,0,0
6450,1,1,1,1,1,1
9269,0,0,0,0,0,0
3000,1,1,1,1,1,1
7165,0,0,0,0,0,0
38,1,1,1,1,1,1
2514,1,1,1,1,1,1
3003,1,1,1,1,1,2
7503,0,0,0,0,0,0
4108,1,1,1,1,1,1
7892,1,1,1,1,1,1
8161,1,1,0,0,0,1
2091,1,1,1,1,1,1
983,1,1,1,1,1,1
7420,1,1,1,1,1,1
3320,1,1,1,1,1,2
2734,1,1,1,1,1,2
7654,1,1,1,1,1,2
8290,1,2,1,1,1,1
2994,1,1,1,1,1,1
7198,1,1,1,1,1,1
1762,1,1,1,1,1,2
4192,1,1,1,1,1,1
3228,1,1,1,1,1,2
1185,0,0,0,0,1,2
2693,1,1,1,1,1,1
1048,1,1,1,1,1,1
7153,1,1,1,1,2,2
7818,1,1,1,0,0,2
637,1,1,1,1,1,2
3683,1,1,1,1,1,1
7832,1,1,0,0,1,1
10003,1,1,1,1,1,1
6443,1,1,1,1,1,1
9773,1,1,1,1,1,1
2261,0,0,0,0,0,0
6361,0,0,0,1,1,0
9660,1,1,1,1,1,1
9727,1,2,2,2,2,2
7133,1,1,1,1,1,2
9511,1,2,2,2,2,2
466,1,1,1,2,1,2
8480,1,1,1,1,2,1
1562,2,2,2,2,2,2
7019,1,1,1,1,1,2
4351,1,1,1,1,1,1
10026,0,0,0,0,0,0
5907,1,1,1,1,1,2
5494,0,0,0,0,0,1
8988,1,1,1,1,1,1
646,1,1,2,2,2,1
6015,1,1,1,2,2,2
306,1,1,1,1,1,1
7694,1,1,1,1,1,1
2109,1,1,1,1,1,2
2315,1,1,1,1,0,1
5584,1,1,2,2,2,1
2333,1,1,1,1,1,1
8930,1,1,1,1,1,1
539,0,0,0,0,1,0
2016,1,1,1,1,1,1
7369,1,1,1,1,1,1
8474,1,1,1,1,1,2
6965,1,1,1,1,1,1
5406,1,1,1,1,1,2
9304,1,1,1,1,1,1
5154,1,1,1,1,1,1
3381,1,1,1,1,1,1
3834,1,1,1,1,1,0
7372,1,1,0,0,0,1
4159,1,1,1,2,2,1
5253,1,1,1,1,1,2
9472,1,1,1,1,1,1
1080,1,1,1,1,1,1
4428,1,1,1,1,1,2
1637,1,1,1,1,1,1
1251,1,1,1,1,1,2
5105,1,1,1,2,1,2
6445,1,1,1,1,1,2
7745,1,1,1,1,1,1
823,1,1,2,2,2,2
5673,1,1,1,1,1,1
6697,1,1,1,1,1,0
975,1,1,1,1,1,1
10130,0,0,0,0,0,0
7196,1,1,1,1,1,1
237,1,1,1,1,1,1
7315,0,0,0,0,1,0
1639,1,2,2,2,2,2
2778,1,1,1,1,1,1
3978,1,1,1,1,1,1
2870,1,1,1,1,1,2
5352,1,1,1,2,1,2
196,0,0,0,0,0,0
5758,0,0,0,0,0,0
8083,1,1,2,2,2,2
5444,1,1,1,1,1,0
1968,1,1,1,1,1,0
7303,1,1,1,1,1,1
4551,0,0,0,0,0,1
6614,1,1,1,1,1,2
8681,1,1,1,1,1,1
6173,0,0,0,0,0,0
6024,1,1,1,1,1,1
4058,1,1,1,1,1,1
1969,1,1,1,1,1,1
7310,1,1,1,2,2,0
1472,1,1,1,1,1,1
4724,0,0,0,0,0,0
7460,1,1,1,1,1,1
4745,1,1,1,1,1,1
3997,1,1,1,1,2,1
9730,1,1,1,1,1,1
6151,1,1,1,1,1,1
7912,1,1,1,1,1,0
1882,1,1,1,1,1,1
1795,1,1,1,1,1,1
5349,1,1,1,1,2,1
2685,1,1,1,1,1,2
5545,1,1,1,2,1,2
6315,1,1,0,1,1,1
8525,1,1,1,1,1,0
721,1,1,1,1,1,1
3201,1,1,1,1,1,1
594,1,1,1,1,1,1
7932,0,0,0,0,0,1
4471,1,1,2,2,1,2
2958,1,1,2,1,1,2
9734,1,1,1,1,1,2
3987,1,1,2,2,2,1
7649,1,1,1,1,1,2
9732,0,0,0,0,0,1
2728,1,1,1,2,2,2
9434,1,1,2,2,2,1
4785,1,1,2,2,1,2
4821,1,1,1,1,1,1
676,1,1,0,0,1,2
1347,1,1,1,1,2,1
1010,0,0,0,0,0,0
6677,1,1,1,1,1,1
7140,1,1,1,1,1,2
841,0,0,0,0,0,0
8925,1,1,2,2,2,1
8087,1,1,2,2,2,2
2320,1,1,1,2,2,1
5609,1,1,1,2,1,2
4864,1,1,1,1,1,1
6348,1,1,1,1,2,1
10247,1,1,1,1,1,1
1269,1,1,1,1,1,1
682,1,1,1,1,1,1
413,1,1,1,1,1,1
7128,1,1,1,1,1,1
1799,1,1,1,1,1,1
5086,1,1,1,1,2,1
7881,0,0,0,0,0,0
4368,1,2,2,1,1,1
1030,1,1,1,2,2,2
3282,1,1,1,1,1,2
10312,1,1,2,2,2,2
9860,0,0,0,0,0,0
2152,1,1,1,1,1,1
4093,0,0,0,0,0,0
7642,0,0,0,0,0,0
3598,0,0,0,0,0,2
10159,1,1,2,2,2,2
6926,0,0,0,0,0,1
4021,1,1,1,1,1,1
2250,1,1,1,1,1,1
9785,1,1,1,1,2,1
3056,1,1,1,1,1,1
2041,1,1,1,1,1,1
701,1,1,1,1,1,1
2046,0,0,0,0,0,0
5422,1,1,1,1,1,2
9848,1,1,1,1,1,2
3799,1,1,1,1,1,2
6605,0,0,0,0,0,0
3365,1,1,2,1,1,2
7592,1,1,1,1,1,1
5337,1,1,1,2,2,1
5215,1,1,1,1,0,1
4539,1,1,1,2,1,2
2900,0,0,0,0,0,0
4972,1,1,1,2,1,1
4250,1,1,2,2,2,2
3442,1,1,1,1,1,2
